place_id,scan_date,name,category_query,locality,address,phone,website_status,social_url,rating,review_count,maps_url,types
ChIJVYUbn8kPSUcRu4yGXEfhxKA,2026-08-13,Movi Impex,dezmembrari auto,Mociu,"Sat Corpadea,Str.Closca nr.4,com.Apahida, 407038 Corpadea",0730 230 733,none,,5,7,https://maps.google.com/?cid=11584631838115007675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJuypmXDAbSUcR6A2ou-W4mrk,2026-08-13,Service Auto,service auto,Gilau,"Strada Feser 527, 407310 Gilău",,none,,4.3,10,https://maps.google.com/?cid=13374205340265483752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJn88sytgbSUcRe4OukEAwqnc,2026-08-13,Vulcanizare Mobila Cluj-Gilău Non-Stop,service auto,Gilau,"Strada 1 Decembrie 1918 73, 407310 Gilău",0740 293 380,none,,5,76,https://maps.google.com/?cid=8622757490417632123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJJ1dzSWsbSUcRath8oRbrJuw,2026-08-13,Dimar Import-Export,service auto,Gilau,407310 Comuna Gilău,0748 299 389,none,,4.9,44,https://maps.google.com/?cid=17016546724497119338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJG8LOy5UdSUcR7JYT9X7Wnqs,2026-08-13,Mtrucksservice,service auto,Gilau,"Strada Apuseni, Gilău",,none,,4.9,10,https://maps.google.com/?cid=12366557467571885804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|car_repair|service|point_of_interest|store
ChIJ-Qg0PNobSUcRQzdVAP3MvQc,2026-08-13,AutoGiro,service auto,Gilau,"Str. Someșului Rece 163, 407310 Gilău",0743 022 801,none,,4.8,6,https://maps.google.com/?cid=557827315868186435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|car_repair|service|point_of_interest|store
ChIJNzdTyMQbSUcRSL1nsLrnkXs,2026-08-13,Tractări Auto Cluj Transilvania- Asistență Rutieră Transilvania -,service auto,Gilau,"Strada 1 Decembrie 1918 342, 407310 Gilău",0750 266 066,none,,,0,https://maps.google.com/?cid=8904152727297703240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,transportation_service|point_of_interest|establishment
ChIJ96oHjq0aSUcRtS1C2uxpXxk,2026-08-13,Service Șerban,service auto,Gilau,"Strada Mihai Eminescu 900, 407281 Luna de Sus",0744 931 111,none,,4.9,323,https://maps.google.com/?cid=1828296439730679221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|point_of_interest|transportation_service|establishment
ChIJNenOe4AOSUcRK1eVRSEqQ34,2026-08-13,Service Auto,service auto,Gilau,"400000, Strada Ciprian Porumbescu, 400535 Cluj-Napoca",,none,,4.5,82,https://maps.google.com/?cid=9098161994608236331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJ--rWCggPSUcR1AkROfIKDGI,2026-08-13,Disco Service,service auto,Floresti Cluj,"Str. Eroilor 5a, 407280 Florești",0748 229 277,social_only,https://www.facebook.com/discoservicedr.z/,4.4,107,https://maps.google.com/?cid=7065033950893246932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJMZUq-CgQSUcRc_31lGGv-qQ,2026-08-13,Nick's Garage,service auto,Floresti Cluj,"Strada Cetății 326, 407280 Florești",0751 095 791,none,,4.3,195,https://maps.google.com/?cid=11888007000043683187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJJ6JcRjAPSUcRuSa1jRTNZ7g,2026-08-13,Atelier Auto (ADI),service auto,Floresti Cluj,"Strada Avram Iancu 192, 407280 Florești",0745 093 904,none,,4.8,45,https://maps.google.com/?cid=13287814713740437177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJ5yQV4AQPSUcRPvqEfM8uB50,2026-08-13,VDI Service Auto Florești,service auto,Floresti Cluj,"Strada Avram Iancu 93A, 407280 Florești",0727 973 387,none,,4.6,26,https://maps.google.com/?cid=11315064057473858110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|market|car_repair|service|point_of_interest
ChIJjzBu394PSUcRLi7_AqE_D-4,2026-08-13,Remus Car,service auto,Floresti Cluj,"Strada Avram Iancu 148, 407280 Florești",0742 220 022,none,,4.4,170,https://maps.google.com/?cid=17153999466450071086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJLYoEKjgOSUcRu5_GrqGTrII,2026-08-13,Auto Safe Motors,service auto,Floresti Cluj,"Str. Răzoare, 407280 Florești",0740 892 843,none,,4,21,https://maps.google.com/?cid=9416063243556134843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJ55bn3KwPSUcReSBYu-sAEas,2026-08-13,Vroom Auto Repair,service auto,Floresti Cluj,"Strada Avram Iancu 93 B, 407280 Florești",0770 687 540,none,,4.7,28,https://maps.google.com/?cid=12326634667550187641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJB_7RUAAPSUcRR5iwfA3N0JU,2026-08-13,Electrician AUTO,service auto,Floresti Cluj,"Str. Profesor Dumitru Mocanu, 407280 Florești",0743 086 836,none,,5,5,https://maps.google.com/?cid=10795353764617295943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJ696pCwARSUcRPWc8NngpuLc,2026-08-13,ERA Service Auto,service auto,Floresti Cluj,"Str. Eroilor 56, 407280 Florești",0748 087 037,none,,4.5,16,https://maps.google.com/?cid=13238376700938315581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJ_8chpB4PSUcRoccl9i_8ciA,2026-08-13,GLL Service Gagyi SNC,service auto,Baciu Cluj,"Strada Transilvaniei 7, 407055 Baciu",0742 786 778,social_only,https://www.facebook.com/gllservice/?fref=ts,4.9,88,https://maps.google.com/?cid=2338208439482042273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJlWJAvecOSUcR2KLu66P8-xw,2026-08-13,Service Esapamente,service auto,Baciu Cluj,"Calea Baciului 45, 400277 Cluj-Napoca",0742 183 209,none,,4.7,321,https://maps.google.com/?cid=2088540633184510680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|chauffeur_service|transportation_service|point_of_interest|service
ChIJ-4qXWtkPSUcRTqUj3ZfZR4g,2026-08-13,Polish Garage,service auto,Baciu Cluj,"Strada Transilvaniei 24, 407055 Baciu",0721 017 834,none,,5,42,https://maps.google.com/?cid=9820056758778045774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJC25O-j0PSUcRFvV1uVu2QSY,2026-08-13,Mese Anvelope,service auto,Baciu Cluj,"Strada Transilvaniei 34, 407055 Baciu",0745 204 513,none,,4.5,244,https://maps.google.com/?cid=2756684951997248790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tire_shop|auto_parts_store|car_repair|store|point_of_interest
ChIJG7vMXVYPSUcRd6G5BY2Q8b0,2026-08-13,Bimmer,service auto,Baciu Cluj,"Calea Baciului 2-4, corp c12, 400277 Cluj-Napoca",0740 640 218,none,,4.9,113,https://maps.google.com/?cid=13686879677916488055&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJZeUKu1cPSUcR67pHyjRszeg,2026-08-13,#BimmerSystems,service auto,Baciu Cluj,"Calea Baciului 2-4, 400230 Cluj-Napoca",0799 816 552,social_only,https://www.facebook.com/BimmerSystems/,5,77,https://maps.google.com/?cid=16775183161012763371&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJz1-OROEOSUcRlLU7lH65Jhk,2026-08-13,glisando auto service,service auto,Baciu Cluj,"Calea Baciului, 400230 Cluj-Napoca",0723 017 339,none,,4,16,https://maps.google.com/?cid=1812339853367162260&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJ_xZ76EMPSUcRpMYsIpjIY3E,2026-08-13,Underground MotoService,service auto,Baciu Cluj,"Calea Baciului 2-4, 400230 Baciu",0751 048 933,social_only,http://facebook.com/ZoomyService,4.7,34,https://maps.google.com/?cid=8170594704714155684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJ-YzuHeEOSUcRL-yJb0yg2Nw,2026-08-13,MDM Autoconstruct,service auto,Baciu Cluj,"Calea Baciului 1-3, 400230 Cluj-Napoca",0726 472 843,none,,3.9,10,https://maps.google.com/?cid=15913645533462916143&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|chauffeur_service|tire_shop|car_repair|transportation_service
ChIJmQ9iDIwFSUcRGhuRJo_fPqs,2026-08-13,Automeister Bifcom,service auto,Baciu Cluj,"Principală 528, 407062 Suceagu",0724 565 690,none,,4.7,124,https://maps.google.com/?cid=12339545834962098970&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|transportation_service|point_of_interest|service|establishment
ChIJX_qq2d8PSUcRUBTA--sZWc0,2026-08-13,Lexicar,service auto,Baciu Cluj,"Strada Tudor Vladimirescu 15-17, corp E, 400225 Cluj-Napoca",0762 833 977,none,,4.9,59,https://maps.google.com/?cid=14796886552034153552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|car_repair|transportation_service|point_of_interest|service
ChIJA055VYJ1SUcRbYKjz9KGd1c,2026-08-13,Sabo ITP & SERVICE,service auto,Apahida,"DJ161A 23, 407035 Apahida",0756 221 704,social_only,https://www.facebook.com/profile.php?id=61572422709396,4.7,102,https://maps.google.com/?cid=6302654443513152109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJj1LHgegLSUcRx-SoT2YQ0PA,2026-08-13,Metzedes,service auto,Apahida,"Strada Libertăţii 319A, 407035 Apahida",0733 793 954,none,,5,16,https://maps.google.com/?cid=17352387395867698375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJQezwj-8NSUcRBJUDWeJMqEI,2026-08-13,T&M Garage,service auto,Apahida,"Centura Apahida-Vâlcele, 407039 Dezmir",0744 685 898,social_only,https://www.facebook.com/share/18SAsfSsCb/?mibextid=wwXIfr,5,7,https://maps.google.com/?cid=4803173537630360836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJrymTTUkLSUcRb8B0P9MVTSw,2026-08-13,Jepo Service,service auto,Apahida,"Strada Clujului 59, DN1C 59, 407042 Sânnicoară",0740 135 737,social_only,https://www.facebook.com/lahoreaservice,4.6,94,https://maps.google.com/?cid=3192231707922448495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|chauffeur_service|auto_parts_store|transportation_service|store
ChIJi9ga9ip1SUcR-_5Cx3veodw,2026-08-13,La Daniel - Vulcanizare/Spalatorie self wash,service auto,Apahida,"Strada Cloşca 10, 407035 Apahida",0751 495 469,none,,4.8,155,https://maps.google.com/?cid=15898232782799961851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,laundry|car_repair|point_of_interest|service|establishment
ChIJRaViUwALSUcRn04qPlVD2eI,2026-08-13,Tibi Bondor Service,service auto,Apahida,"Strada Campenesti 3b, 407037 Apahida",,none,,5,4,https://maps.google.com/?cid=16346170355912167071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJuyXe4x4PSUcROZSFC7BMPNE,2026-08-13,Pop Vulcanizare mobila,service auto,Apahida,"Piața Mihai Viteazu Apahida, Feleac, Chinteni Florești, 400657 Cluj-Napoca",0771 298 457,none,,5,21,https://maps.google.com/?cid=15077009971520836665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJk5IvAYB1SUcRjIwJpS13C2k,2026-08-13,VULCANIZARE POP,service auto,Apahida,"Strada Parcului 3, 407035 Apahida",0745 535 014,none,,5,144,https://maps.google.com/?cid=7569274636652350604&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJe3q3WG8LSUcRKu8r8zOIqXc,2026-08-13,Solex,service auto,Apahida,"Strada Libertăţii 319A, 407035 Apahida",0770 204 988,none,,,0,https://maps.google.com/?cid=8622572718281977642&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|transportation_service|point_of_interest|establishment
ChIJo9-1pWGfSUcRAtfgTfUchyM,2026-08-13,MD AUTO STUDIO,service auto,Jucu,"Strada Sarata 10, 407354 Jucu de Sus",0757 174 398,social_only,https://www.facebook.com/share/1La67H2PWU/?mibextid=wwXIfr,5,14,https://maps.google.com/?cid=2560046753082562306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,service|point_of_interest|establishment
ChIJP0EEdgALSUcRujipR6rssT4,2026-08-13,Vulcanizare Jucu de Mijloc,service auto,Jucu,"Str. Stadionului nr26, 407353 Jucu de Mijloc",0759 103 256,none,,5,13,https://maps.google.com/?cid=4517652117320186042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJf4syV9uhSUcRetky12fyzHM,2026-08-13,Multimarca,service auto,Jucu,"nr.214, Jucu de Mijloc",0727 544 348,none,,4.9,8,https://maps.google.com/?cid=8344310737416673658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|manufacturer|service|point_of_interest|establishment
ChIJkVxMWAQMSUcRLaelV5u04kA,2026-08-13,Sturimex Service,service auto,Jucu,"Str. Bulgarilor 10, 400627 Cluj-Napoca",0740 166 499,none,,4.7,757,https://maps.google.com/?cid=4675497942447400749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,auto_parts_store|car_repair|store|service|point_of_interest
ChIJq1gsJG6fSUcRHdE2kqiT7j0,2026-08-13,Vulcanizare Jucu de Sus,service auto,Jucu,Jucu de Sus,,none,,4.9,7,https://maps.google.com/?cid=4462666632987595037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJ05o_8Cu_SUcRTLAa8BY46qM,2026-08-13,DEZ AUTO TRUCK SRL,service auto,Jucu,"Str. Râtului 6, 400458 Jucu de Mijloc",0748 534 022,none,,4.8,12,https://maps.google.com/?cid=11811314643901263948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,transportation_service|point_of_interest|establishment
ChIJC9J6EV0JSUcRqsTHrEryXII,2026-08-13,Gramin Auto,service auto,Jucu,"bloc i2, Strada Oașului nr.86-90, Apartament 16, 400001 Cluj-Napoca",0748 824 886,none,,4.7,25,https://maps.google.com/?cid=9393649325328286890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJcxA3PUUNSUcRFkTnGKzPaHQ,2026-08-13,Service Auto,service auto,Jucu,"Str. Meteor 58, 400347 Cluj-Napoca",,none,,5,9,https://maps.google.com/?cid=8388182644036682774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJ9XQo6qEOSUcRP6LxOO15q8I,2026-08-13,Eco Service,service auto,Jucu,"Strada Traian 40-42, 400046 Cluj-Napoca",0743 302 682,social_only,https://www.facebook.com/407068096137146,4.6,53,https://maps.google.com/?cid=14027439524145111615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|car_repair|transportation_service|service|point_of_interest
ChIJY5tpMwCjSUcRZSTUpNDidC0,2026-08-13,Bonțida,service auto,Bontida,"Str. Gării 920, 407105 Bonțida",,none,,4.3,3,https://maps.google.com/?cid=3275492214751634533&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJZeIJ8WUPSUcRS4Gx8XvsPsc,2026-08-13,Dani Service Rapid.srl,service auto,Bontida,"Strada Mehedinți 82, 400000 Cluj-Napoca",0745 254 260,social_only,https://www.facebook.com/daniservicerapidsrl,4.4,66,https://maps.google.com/?cid=14357172679183794507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|transportation_service|point_of_interest|establishment
ChIJ3WF2ZFS9SUcR9CN0N7e3pXQ,2026-08-13,Sc Ady&Lica auto srl,service auto,Bontida,"str Clujului Nr 1 a, 407105 Bonțida",0742 123 880,none,,5,4,https://maps.google.com/?cid=8405326277094155252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJ31HExEoMSUcR_FGEU-gk-KE,2026-08-13,RM Auto Service,service auto,Bontida,"Strada Becaș, 400478 Cluj-Napoca",0729 120 752,social_only,https://www.facebook.com/webcarservicecluj,3.8,62,https://maps.google.com/?cid=11671119014582833660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJtSKcrJENSUcR2ZflHnAXvg4,2026-08-13,Speed Auto Service,service auto,Bontida,"Strada Câmpina 66, 400335 Cluj-Napoca",0745 856 231,social_only,https://www.facebook.com/123speedautoservice,3.7,24,https://maps.google.com/?cid=1062312332428154841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJ0TxVLAC9SUcRuNzNsJ8MXI0,2026-08-13,Service Auto Fritzi,service auto,Gherla,"Strada Hășdății 42c, 405300 Gherla",0744 989 748,none,,4.8,18,https://maps.google.com/?cid=10186030337210834104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJm-51hLy9SUcR3Ru8Qm0uQ7M,2026-08-13,Auto Bim Service,service auto,Gherla,"Strada Ciocârliei 14C, 405300 Gherla",0264 243 031,none,,5,2,https://maps.google.com/?cid=12917219203034651613&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJsw-NDZ29SUcR-ZNxmuww8To,2026-08-13,RIMecanic Garage,service auto,Gherla,"Strada Clujului 3b, 405300 Gherla",0754 693 257,social_only,https://www.facebook.com/share/17daLbAFZF/,,0,https://maps.google.com/?cid=4247229716348638201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|transportation_service|point_of_interest|establishment
ChIJm-51hLy9SUcRGzD0GoAjmxQ,2026-08-13,SERVICE AUTO M.J. S.R.L.,service auto,Gherla,"Strada Ştefan cel Mare 6, 405300 Gherla",0264 243 969,none,,3,2,https://maps.google.com/?cid=1484819535263707163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|establishment
ChIJNUE_9o6-SUcR6kZXqME5Tsg,2026-08-13,ITP QH AUTO Service Bunesti,service auto,Gherla,"Bunesti, nr. 38B ,com. Mintiu Gherlii, 407411 Bunești",0744 562 595,social_only,https://www.facebook.com/QHAUTO,4.6,113,https://maps.google.com/?cid=14433537359684781802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJ69IKaQC9SUcRJhqNRagmp6s,2026-08-13,Auto Check Center Pausil Auto,service auto,Gherla,Băiţa,,none,,4.7,44,https://maps.google.com/?cid=12368897405759592998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJQbe_4nzHSUcRbjwe1hgjXGw,2026-08-13,Liadom Service Auto Dej,service auto,Gherla,"Strada Pintea Viteazu 27, 405200 Dej",0766 772 808,social_only,https://www.facebook.com/LiadomService/,4.4,133,https://maps.google.com/?cid=7808154443532090478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|auto_parts_store|car_repair|transportation_service|point_of_interest
ChIJi6ILj5K9SUcRuX-JPZA33as,2026-08-13,Gumirom,service auto,Gherla,"Strada Liviu Rebreanu, 405300 Gherla",0744 398 932,social_only,https://www.facebook.com/people/Gumirom-The-Tyre-Expert/100054455320976/,4.4,124,https://maps.google.com/?cid=12384115642985971641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tire_shop|auto_parts_store|car_repair|point_of_interest|service
ChIJ3wI1MK69SUcR0L0v5FJvvnY,2026-08-13,ITP Simplex Motors S.R.L.,service auto,Gherla,"Strada Clujului 3B, 405300 Gherla",0766 429 454,none,,5,26,https://maps.google.com/?cid=8556398743856856528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,point_of_interest|establishment
ChIJsY8429G9SUcR5DgdWaTo2R4,2026-08-13,Spălătorie auto interior&exterior,service auto,Gherla,"Șoseaua Dejului 51c, 405300 Gherla",,none,,4.7,7,https://maps.google.com/?cid=2223063683651418340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJr2DE9re9SUcR_D0MUGjcPrU,2026-08-13,Borsos Tour Service Auto,service auto,Gherla,"Strada Crinului 12, 405300 Gherla",0264 241 776,none,,4,2,https://maps.google.com/?cid=13060118309998706172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJi4KCdgC9SUcRcfS9cd4JjKg,2026-08-13,Florin Prest Com,service auto,Gherla,"DN1C, Băiţa",0264 241 547,none,,4,14,https://maps.google.com/?cid=12145093146107049073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|point_of_interest|service|establishment
ChIJf9VmM0W5SUcR6kBgRd3t-QQ,2026-08-13,Top Auto DMV,service auto,Dej,"Strada Vâlcele 12, 405200 Dej",0724 053 394,none,,4.6,121,https://maps.google.com/?cid=358579179960156394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|chauffeur_service|transportation_service|service|point_of_interest
ChIJQ8LiaInHSUcR-0l1wQOkqYw,2026-08-13,ET Autoservice,service auto,Dej,"Str. Uriului, 405200 Dej",,none,,5,1,https://maps.google.com/?cid=10135812772411558395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJhz-2Ybi4SUcRRbKrANYk1y8,2026-08-13,AD Garage Farcaș Service,service auto,Dej,"Strada Crângului 50, 405200 Dej",0752 108 737,none,,3.9,140,https://maps.google.com/?cid=3447264541328257605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,car_repair|service|point_of_interest|establishment
ChIJV2OXaqG_SUcRNmOqzN6426I,2026-08-13,GSY Auto Service,service auto,Dej,"Strada Vâlcele 20, 405200 Dej",0740 172 089,none,,5,2,https://maps.google.com/?cid=11735176521099928374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,chauffeur_service|transportation_service|point_of_interest|establishment
